cv_protocol,cohort_name,modality,device,task,feature_set,model,seed,feature_count,outer_fold,selected_params,selected_threshold,inner_cv_auroc,n_train_subjects,n_validation_subjects
standard_cv,eye_qixin_120_free_viewing_native,eye,qixin_120,free_viewing,demographics,random_forest,20260909,3,3,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.6,0.4791696908114385,249,73
standard_cv,eye_qixin_120_free_viewing_native,eye,qixin_120,free_viewing,demographics,random_forest,20260909,3,4,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.45,0.5506175272631717,263,59
standard_cv,eye_qixin_120_free_viewing_native,eye,qixin_120,free_viewing,demographics,hist_gradient_boosting,20260909,3,0,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.55,0.5497454245218109,255,67
standard_cv,eye_qixin_120_free_viewing_native,eye,qixin_120,free_viewing,demographics,hist_gradient_boosting,20260909,3,1,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.5,0.5281603222034558,265,57
standard_cv,eye_qixin_120_free_viewing_native,eye,qixin_120,free_viewing,demographics,hist_gradient_boosting,20260909,3,2,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.45,0.4940488335713801,256,66
standard_cv,eye_qixin_120_free_viewing_native,eye,qixin_120,free_viewing,demographics,hist_gradient_boosting,20260909,3,3,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.03, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.2,0.4610611119175498,249,73
standard_cv,eye_qixin_120_free_viewing_native,eye,qixin_120,free_viewing,demographics,hist_gradient_boosting,20260909,3,4,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.45,0.5595848114571016,263,59
standard_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,no_information,no_information_prior,20260909,0,0,"{""strategy"": ""prior""}",0.5,,256,66
standard_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,no_information,no_information_prior,20260909,0,1,"{""strategy"": ""prior""}",0.5,,265,57
standard_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,no_information,no_information_prior,20260909,0,2,"{""strategy"": ""prior""}",0.5,,256,66
standard_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,no_information,no_information_prior,20260909,0,3,"{""strategy"": ""prior""}",0.5,,249,73
standard_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,no_information,no_information_prior,20260909,0,4,"{""strategy"": ""prior""}",0.5,,262,60
standard_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast_demographics,logistic_regression,20260909,6,0,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.5,0.6080898268398269,256,66
standard_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast_demographics,logistic_regression,20260909,6,1,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.45,0.5442335012269147,265,57
standard_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast_demographics,logistic_regression,20260909,6,2,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.45,0.5691355505679114,256,66
standard_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast_demographics,logistic_regression,20260909,6,3,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.45,0.4943001443001443,249,73
standard_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast_demographics,logistic_regression,20260909,6,4,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.45,0.5739297040169133,262,60
standard_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast_demographics,random_forest,20260909,6,0,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.5,0.5946969696969696,256,66
standard_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast_demographics,random_forest,20260909,6,1,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.35,0.5098153170605708,265,57
standard_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast_demographics,random_forest,20260909,6,2,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.45,0.5345167652859961,256,66
standard_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast_demographics,random_forest,20260909,6,3,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.5,0.494949494949495,249,73
standard_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast_demographics,random_forest,20260909,6,4,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.35,0.5348837209302325,262,60
standard_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast_demographics,hist_gradient_boosting,20260909,6,0,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.03, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.5,0.6045725108225108,256,66
standard_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast_demographics,hist_gradient_boosting,20260909,6,1,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.25,0.504229626759654,265,57
standard_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast_demographics,hist_gradient_boosting,20260909,6,2,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.5,0.4919744269876896,256,66
standard_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast_demographics,hist_gradient_boosting,20260909,6,3,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.2,0.4401875901875902,249,73
standard_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast_demographics,hist_gradient_boosting,20260909,6,4,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.4,0.5144688160676533,262,60
standard_cv,eye_qixin_120_smooth_pursuit_native,eye,qixin_120,smooth_pursuit,signal_absolute_demographics,logistic_regression,20260909,44,0,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.4,0.5586288711288712,267,69
standard_cv,eye_qixin_120_smooth_pursuit_native,eye,qixin_120,smooth_pursuit,signal_absolute_demographics,logistic_regression,20260909,44,1,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.5,0.4849249249249249,275,61
standard_cv,eye_qixin_120_smooth_pursuit_native,eye,qixin_120,smooth_pursuit,signal_absolute_demographics,logistic_regression,20260909,44,2,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.4,0.5076923076923077,266,70
standard_cv,eye_qixin_120_smooth_pursuit_native,eye,qixin_120,smooth_pursuit,signal_absolute_demographics,logistic_regression,20260909,44,3,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.45,0.5086882675725112,261,75
standard_cv,eye_qixin_120_smooth_pursuit_native,eye,qixin_120,smooth_pursuit,signal_absolute_demographics,logistic_regression,20260909,44,4,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.55,0.5504061156235069,275,61
standard_cv,eye_qixin_120_smooth_pursuit_native,eye,qixin_120,smooth_pursuit,signal_absolute_demographics,random_forest,20260909,44,0,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.3,0.522977022977023,267,69
standard_cv,eye_qixin_120_smooth_pursuit_native,eye,qixin_120,smooth_pursuit,signal_absolute_demographics,random_forest,20260909,44,1,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.45,0.5033033033033032,275,61
standard_cv,eye_qixin_120_smooth_pursuit_native,eye,qixin_120,smooth_pursuit,signal_absolute_demographics,random_forest,20260909,44,2,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.25,0.47422291993720567,266,70
standard_cv,eye_qixin_120_smooth_pursuit_native,eye,qixin_120,smooth_pursuit,signal_absolute_demographics,random_forest,20260909,44,3,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.4,0.523843741834335,261,75
standard_cv,eye_qixin_120_smooth_pursuit_native,eye,qixin_120,smooth_pursuit,signal_absolute_demographics,random_forest,20260909,44,4,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.25,0.568979933110368,275,61
standard_cv,eye_qixin_120_smooth_pursuit_native,eye,qixin_120,smooth_pursuit,signal_absolute_demographics,hist_gradient_boosting,20260909,44,0,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.6,0.4858266733266733,267,69
standard_cv,eye_qixin_120_smooth_pursuit_native,eye,qixin_120,smooth_pursuit,signal_absolute_demographics,hist_gradient_boosting,20260909,44,1,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.25,0.5066066066066066,275,61
standard_cv,eye_qixin_120_smooth_pursuit_native,eye,qixin_120,smooth_pursuit,signal_absolute_demographics,hist_gradient_boosting,20260909,44,2,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.2,0.4955102040816327,266,70
standard_cv,eye_qixin_120_smooth_pursuit_native,eye,qixin_120,smooth_pursuit,signal_absolute_demographics,hist_gradient_boosting,20260909,44,3,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.35,0.5200875359289261,261,75
standard_cv,eye_qixin_120_smooth_pursuit_native,eye,qixin_120,smooth_pursuit,signal_absolute_demographics,hist_gradient_boosting,20260909,44,4,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.45,0.5493908265647396,275,61
standard_cv,eye_qixin_500_free_viewing_native,eye,qixin_500,free_viewing,signal_contrast,logistic_regression,20260909,46,0,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.45,0.5742617255356108,245,60
standard_cv,eye_qixin_500_free_viewing_native,eye,qixin_500,free_viewing,signal_contrast,logistic_regression,20260909,46,1,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.55,0.6118693914486087,238,67
standard_cv,eye_qixin_500_free_viewing_native,eye,qixin_500,free_viewing,signal_contrast,logistic_regression,20260909,46,2,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.35,0.6184361549497848,249,56
standard_cv,eye_qixin_500_free_viewing_native,eye,qixin_500,free_viewing,signal_contrast,logistic_regression,20260909,46,3,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.3,0.6119496855345912,249,56
standard_cv,eye_qixin_500_free_viewing_native,eye,qixin_500,free_viewing,signal_contrast,logistic_regression,20260909,46,4,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.5,0.6283865141481035,239,66
standard_cv,eye_qixin_500_free_viewing_native,eye,qixin_500,free_viewing,signal_contrast,random_forest,20260909,46,0,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.4,0.5289519397799652,245,60
standard_cv,eye_qixin_500_free_viewing_native,eye,qixin_500,free_viewing,signal_contrast,random_forest,20260909,46,1,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.35,0.5921876178267098,238,67
standard_cv,eye_qixin_500_free_viewing_native,eye,qixin_500,free_viewing,signal_contrast,random_forest,20260909,46,2,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.4,0.6031563845050215,249,56
standard_cv,eye_qixin_500_free_viewing_native,eye,qixin_500,free_viewing,signal_contrast,random_forest,20260909,46,3,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.5,0.5854647099930118,249,56
standard_cv,eye_qixin_500_free_viewing_native,eye,qixin_500,free_viewing,signal_contrast,random_forest,20260909,46,4,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.45,0.6006170981336545,239,66
standard_cv,eye_qixin_500_free_viewing_native,eye,qixin_500,free_viewing,signal_contrast,hist_gradient_boosting,20260909,46,0,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.3,0.5073103647944412,245,60
standard_cv,eye_qixin_500_free_viewing_native,eye,qixin_500,free_viewing,signal_contrast,hist_gradient_boosting,20260909,46,1,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.5,0.5971646180529373,238,67
standard_cv,eye_qixin_500_free_viewing_native,eye,qixin_500,free_viewing,signal_contrast,hist_gradient_boosting,20260909,46,2,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.35,0.5477761836441893,249,56
standard_cv,eye_qixin_500_free_viewing_native,eye,qixin_500,free_viewing,signal_contrast,hist_gradient_boosting,20260909,46,3,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.55,0.5374563242487771,249,56
standard_cv,eye_qixin_500_free_viewing_native,eye,qixin_500,free_viewing,signal_contrast,hist_gradient_boosting,20260909,46,4,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.03, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.55,0.5685580975316075,239,66
standard_cv,eye_qixin_500_saccade_native,eye,qixin_500,saccade,signal_absolute,logistic_regression,20260909,26,0,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.55,0.5059558302749341,260,60
standard_cv,eye_qixin_500_saccade_native,eye,qixin_500,saccade,signal_absolute,logistic_regression,20260909,26,1,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.4,0.5354654403567447,248,72
standard_cv,eye_qixin_500_saccade_native,eye,qixin_500,saccade,signal_absolute,logistic_regression,20260909,26,2,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.5,0.524904214559387,255,65
standard_cv,eye_qixin_500_saccade_native,eye,qixin_500,saccade,signal_absolute,logistic_regression,20260909,26,3,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.55,0.5033208020050125,263,57
standard_cv,eye_qixin_500_saccade_native,eye,qixin_500,saccade,signal_absolute,logistic_regression,20260909,26,4,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.4,0.5691578174046616,254,66
standard_cv,eye_qixin_500_saccade_native,eye,qixin_500,saccade,signal_absolute,random_forest,20260909,26,0,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.45,0.5426566222393922,260,60
standard_cv,eye_qixin_500_saccade_native,eye,qixin_500,saccade,signal_absolute,random_forest,20260909,26,1,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.4,0.5815217391304347,248,72
standard_cv,eye_qixin_500_saccade_native,eye,qixin_500,saccade,signal_absolute,random_forest,20260909,26,2,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.5,0.5289408866995073,255,65
standard_cv,eye_qixin_500_saccade_native,eye,qixin_500,saccade,signal_absolute,random_forest,20260909,26,3,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.4,0.5449248120300751,263,57
standard_cv,eye_qixin_500_saccade_native,eye,qixin_500,saccade,signal_absolute,random_forest,20260909,26,4,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.35,0.5253456221198157,254,66
standard_cv,eye_qixin_500_saccade_native,eye,qixin_500,saccade,signal_absolute,hist_gradient_boosting,20260909,26,0,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.5,0.5082737750305841,260,60
standard_cv,eye_qixin_500_saccade_native,eye,qixin_500,saccade,signal_absolute,hist_gradient_boosting,20260909,26,1,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.5,0.5517697881828316,248,72
standard_cv,eye_qixin_500_saccade_native,eye,qixin_500,saccade,signal_absolute,hist_gradient_boosting,20260909,26,2,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.6,0.5156677613574165,255,65
standard_cv,eye_qixin_500_saccade_native,eye,qixin_500,saccade,signal_absolute,hist_gradient_boosting,20260909,26,3,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.65,0.49244987468671675,263,57
standard_cv,eye_qixin_500_saccade_native,eye,qixin_500,saccade,signal_absolute,hist_gradient_boosting,20260909,26,4,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.35,0.49475722968009084,254,66
standard_cv,eye_qixin_500_smooth_pursuit_native,eye,qixin_500,smooth_pursuit,demographics_group_device,logistic_regression,20260909,8,0,"{""model__C"": 1.0, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.4,0.6721121687676871,261,66
standard_cv,eye_qixin_500_smooth_pursuit_native,eye,qixin_500,smooth_pursuit,demographics_group_device,logistic_regression,20260909,8,1,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.45,0.7050546812483329,255,72
standard_cv,eye_qixin_500_smooth_pursuit_native,eye,qixin_500,smooth_pursuit,demographics_group_device,logistic_regression,20260909,8,2,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.45,0.6288998357963875,262,65
standard_cv,eye_qixin_500_smooth_pursuit_native,eye,qixin_500,smooth_pursuit,demographics_group_device,logistic_regression,20260909,8,3,"{""model__C"": 1.0, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.4,0.6823458646616541,270,57
standard_cv,eye_qixin_500_smooth_pursuit_native,eye,qixin_500,smooth_pursuit,demographics_group_device,logistic_regression,20260909,8,4,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.45,0.6254806459882081,260,67
standard_cv,eye_qixin_500_smooth_pursuit_native,eye,qixin_500,smooth_pursuit,demographics_group_device,random_forest,20260909,8,0,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.5,0.6469642397736042,261,66
standard_cv,eye_qixin_500_smooth_pursuit_native,eye,qixin_500,smooth_pursuit,demographics_group_device,random_forest,20260909,8,1,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.4,0.6934182448652975,255,72
standard_cv,eye_qixin_500_smooth_pursuit_native,eye,qixin_500,smooth_pursuit,demographics_group_device,random_forest,20260909,8,2,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.35,0.6033497536945813,262,65
standard_cv,eye_qixin_500_smooth_pursuit_native,eye,qixin_500,smooth_pursuit,demographics_group_device,random_forest,20260909,8,3,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.4,0.6778345864661655,270,57
standard_cv,eye_qixin_500_smooth_pursuit_native,eye,qixin_500,smooth_pursuit,demographics_group_device,random_forest,20260909,8,4,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.45,0.6348692642912074,260,67
standard_cv,eye_qixin_500_smooth_pursuit_native,eye,qixin_500,smooth_pursuit,demographics_group_device,hist_gradient_boosting,20260909,8,0,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.35,0.6624967841523025,261,66
standard_cv,eye_qixin_500_smooth_pursuit_native,eye,qixin_500,smooth_pursuit,demographics_group_device,hist_gradient_boosting,20260909,8,1,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.45,0.6762803414243799,255,72
standard_cv,eye_qixin_500_smooth_pursuit_native,eye,qixin_500,smooth_pursuit,demographics_group_device,hist_gradient_boosting,20260909,8,2,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.35,0.6079802955665026,262,65
standard_cv,eye_qixin_500_smooth_pursuit_native,eye,qixin_500,smooth_pursuit,demographics_group_device,hist_gradient_boosting,20260909,8,3,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.55,0.6824661654135338,270,57
standard_cv,eye_qixin_500_smooth_pursuit_native,eye,qixin_500,smooth_pursuit,demographics_group_device,hist_gradient_boosting,20260909,8,4,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.5,0.6147462189182262,260,67
standard_cv,eye_tobii_combined_native,eye,tobii,combined,demographics_group,logistic_regression,20260909,7,0,"{""model__C"": 1.0, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.5,0.5720050441361917,191,56
standard_cv,eye_tobii_combined_native,eye,tobii,combined,demographics_group,logistic_regression,20260909,7,1,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.45,0.5666731085128998,210,37
standard_cv,eye_tobii_combined_native,eye,tobii,combined,demographics_group,logistic_regression,20260909,7,2,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.4,0.5336021505376344,193,54
standard_cv,eye_tobii_combined_native,eye,tobii,combined,demographics_group,logistic_regression,20260909,7,3,"{""model__C"": 1.0, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.5,0.6583060705198109,194,53
standard_cv,eye_tobii_combined_native,eye,tobii,combined,demographics_group,logistic_regression,20260909,7,4,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.35,0.5839460784313726,200,47
standard_cv,eye_tobii_combined_native,eye,tobii,combined,demographics_group,random_forest,20260909,7,0,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.45,0.5653215636822194,191,56
standard_cv,eye_tobii_combined_native,eye,tobii,combined,demographics_group,random_forest,20260909,7,1,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.45,0.561938351531549,210,37
standard_cv,eye_tobii_combined_native,eye,tobii,combined,demographics_group,random_forest,20260909,7,2,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.55,0.570067788686302,193,54
standard_cv,eye_tobii_combined_native,eye,tobii,combined,demographics_group,random_forest,20260909,7,3,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.45,0.6167454259057311,194,53
standard_cv,eye_tobii_combined_native,eye,tobii,combined,demographics_group,random_forest,20260909,7,4,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.4,0.5604389483065955,200,47
standard_cv,eye_tobii_combined_native,eye,tobii,combined,demographics_group,hist_gradient_boosting,20260909,7,0,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.45,0.5987389659520808,191,56
standard_cv,eye_tobii_combined_native,eye,tobii,combined,demographics_group,hist_gradient_boosting,20260909,7,1,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.5,0.5803942409894675,210,37
standard_cv,eye_tobii_combined_native,eye,tobii,combined,demographics_group,hist_gradient_boosting,20260909,7,2,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.5,0.5554581580177653,193,54
standard_cv,eye_tobii_combined_native,eye,tobii,combined,demographics_group,hist_gradient_boosting,20260909,7,3,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.4,0.5966315279292378,194,53
standard_cv,eye_tobii_combined_native,eye,tobii,combined,demographics_group,hist_gradient_boosting,20260909,7,4,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.55,0.5283533868092691,200,47
standard_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,fnirs_device_only,logistic_regression,20260909,1,0,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.45,0.592954042081949,254,66
standard_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,fnirs_device_only,logistic_regression,20260909,1,1,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.5,0.5402181097157964,263,57
